mse_selective,mse_random,size
23.678850173950195,23.79107666015625,10.0
1.890438199043274,21.317737579345703,20.0
1.0693447589874268,1.0682908296585083,30.0
1.019584059715271,1.0459693670272827,40.0
1.0270774364471436,0.532852292060852,50.0
0.4545283913612366,0.666333019733429,60.0
