theta,wvl,flux,r,n,log_mstar,log_mdust_over_mstar
18.67,56.41138148,9.4586057913581e-12,2.5228239730813993,0.6548307821082084,10.47,-2.01
18.67,60.59627021,1.10434608887346e-11,2.499662695875189,0.6880194017682617,10.47,-2.01
18.67,65.09161568,1.2824185046307e-11,2.5034961740617123,0.7320044018907637,10.47,-2.01
18.67,69.92044919,1.48171527757157e-11,2.4799964337011424,0.7742151133197173,10.47,-2.01
18.67,75.1075106,1.66311783766335e-11,2.4998881573284377,0.8124583197857469,10.47,-2.01
18.67,80.67937511,1.8246609287298602e-11,2.488126515316147,0.8487708874833064,10.47,-2.01
18.67,86.66458942,1.99054640274149e-11,2.48254724006383,0.8813199338235107,10.47,-2.01
18.67,93.09381796,2.11200040173303e-11,2.500510642175219,0.914746050540221,10.47,-2.01
18.67,100.0,2.21038595860644e-11,2.4998881573284377,0.9553576842649891,10.47,-2.01
18.67,104.5226243,2.2188101116581e-11,2.5003253622124157,0.9612581193940952,10.47,-2.01
18.67,114.8355997,2.26392042467593e-11,2.499528826247417,0.9998032972817577,10.47,-2.01
18.67,126.1661294,2.1832848674984902e-11,2.4923364204583853,1.0272318644648815,10.47,-2.01
18.67,138.6146131,2.0089721256804198e-11,2.488126515316147,1.0417245540646873,10.47,-2.01
18.67,152.2913563,1.7917742774564998e-11,2.4841140232183236,1.0593972343088514,10.47,-2.01
18.67,167.3175481,1.5680031385592e-11,2.48254724006383,1.066520007348165,10.47,-2.01
18.67,183.8263352,1.3336275816075e-11,2.4709190191398256,1.0623086214759712,10.47,-2.01
18.67,201.9640013,1.1025717690432e-11,2.48254724006383,1.062422371980332,10.47,-2.01
18.67,221.8912637,8.984839427202e-12,2.4709190191398256,1.049161413896589,10.47,-2.01
18.67,243.7846973,7.131737761072e-12,2.466235528071862,1.0649255527142814,10.47,-2.01
18.67,267.8382989,5.452457419921e-12,2.460811409862633,1.0874173173253407,10.47,-2.01
18.67,294.2652069,4.098916313715e-12,2.464657379580884,1.0689568524846342,10.47,-2.01
18.67,323.2995891,3.014842260314e-12,2.460811409862633,1.0614258753978982,10.47,-2.01
18.67,355.1987182,2.2126428099760003e-12,2.436813536016052,1.0767750379422816,10.47,-2.01
18.67,390.2452514,1.606637585083e-12,2.456132817547403,1.0450833058655222,10.47,-2.01
18.67,428.7497349,1.1533410979869999e-12,2.464657379580884,1.0636592396507798,10.47,-2.01
18.67,471.0533555,8.24570544965e-13,2.435482201990393,1.044295490268155,10.47,-2.01
18.67,517.5309642,5.854788885980001e-13,2.4363401797824964,1.0701315201385535,10.47,-2.01
18.67,568.5943977,4.1274529868000003e-13,2.436626629385823,1.0476988922172115,10.47,-2.01
18.67,624.6961273,2.86638071803e-13,2.4363401797824964,1.0567273657445664,10.47,-2.01
18.67,686.3332685,2.0152388621400002e-13,2.435482201990393,1.064367323075325,10.47,-2.01
18.67,754.0519861,1.38311548342e-13,2.4179417133591943,1.0405437691244614,10.47,-2.01
18.67,828.4523333,9.6262119967e-14,2.440306684094338,1.030662420155286,10.47,-2.01
18.67,910.1935691,6.647775268e-14,2.39613767236874,1.003345506334997,10.47,-2.01
18.67,1000.0,4.0836362931e-14,2.423411859673383,1.0105351917366003,10.47,-2.01
26.53,0.09,5.112143397859255e-13,9.766263131063562,0.20000489254344975,10.47,-2.01
26.53,0.09888006579,2.43483189113447e-12,9.766263131063562,0.20000001330905032,10.47,-2.01
26.53,0.1086363046,3.38634444481018e-12,9.703019815960952,0.20000000001585513,10.47,-2.01
26.53,0.119355166,3.04807909587532e-12,9.348431282092399,0.2000000004703529,10.47,-2.01
26.53,0.1311316297,3.7739645617252e-12,9.133908197335662,0.20000000011671815,10.47,-2.01
26.53,0.1440700463,3.4677119283033e-12,9.052744012014216,0.20000000000007015,10.47,-2.01
26.53,0.1582850629,3.0095268450459e-12,8.947530136565067,0.20000000015595196,10.47,-2.01
26.53,0.1739026381,3.0488314580337e-12,8.978553180025425,0.20000000000057544,10.47,-2.01
26.53,0.1910611589,2.5887601470445003e-12,9.070359011436494,0.20000000006821667,10.47,-2.01
26.53,0.2099126662,2.3758824549616e-12,9.318048621322017,0.20000081170691258,10.47,-2.01
26.53,0.2306242028,2.0494454450832e-12,9.14336820766491,0.20000000000038234,10.47,-2.01
26.53,0.2533792927,1.9228073418981004e-12,9.048028054581765,0.2000000000007885,10.47,-2.01
26.53,0.2783795681,1.9098267613865e-12,8.905138017231538,0.20000000384764008,10.47,-2.01
26.53,0.3058465557,1.9533189802317997e-12,8.747559009999366,0.20000000285702693,10.47,-2.01
26.53,0.3360236395,1.9290897225712e-12,8.581158369187689,0.20000000000162935,10.47,-2.01
26.53,0.3691782175,2.1306087018603e-12,8.441668139820854,0.20000000488694392,10.47,-2.01
26.53,0.4056040715,3.234022741639e-12,8.352573156932126,0.20000000000000046,10.47,-2.01
26.53,0.4456239698,3.508732175941e-12,8.25262823572548,0.20000000190118652,10.47,-2.01
26.53,0.4895925272,3.529654698131e-12,8.143397012281653,0.2000000274412699,10.47,-2.01
26.53,0.5378993478,3.4057158704e-12,7.993479523935095,0.20000001894745525,10.47,-2.01
26.53,0.5909724767,3.5096534935160003e-12,7.8663227954569175,0.20278110452385556,10.47,-2.01
26.53,0.6492821931,3.404578254951e-12,7.732204642464527,0.21332926033644628,10.47,-2.01
26.53,0.7133451775,3.406445260785e-12,7.612876955979414,0.21902478596201663,10.47,-2.01
26.53,0.7837290898,3.429078525843e-12,7.447337115267317,0.23606957779277382,10.47,-2.01
26.53,0.8610575996,3.4649218742279998e-12,7.2851272436726155,0.2522375534836008,10.47,-2.01
26.53,0.9460159122,3.622843960793e-12,7.111466433858731,0.26365974631714406,10.47,-2.01
26.53,1.03935684,3.632492197710162e-12,6.904657525655629,0.28078630631647916,10.47,-2.01
26.53,1.141907475,3.49944925786811e-12,6.732879909559717,0.297454926244785,10.47,-2.01
26.53,1.254576514,3.49165065552641e-12,6.536153690737889,0.3163752401940056,10.47,-2.01
26.53,1.378362314,3.60691540619699e-12,6.307024148476035,0.3150222165413943,10.47,-2.01
26.53,1.514361737,3.741312523913299e-12,6.086420936526797,0.32807209582131347,10.47,-2.01
26.53,1.663779868,4.046231373829101e-12,5.832681692808464,0.3303390535394387,10.47,-2.01
26.53,1.827940698,4.0018647267002e-12,5.616348967928656,0.3320327371035361,10.47,-2.01
26.53,2.00829885,4.0160078521189e-12,5.372900311572508,0.32861809651308954,10.47,-2.01
26.53,2.206452472,3.9724863789179e-12,5.1608168062455455,0.33096938686844457,10.47,-2.01
26.53,2.424157395,3.862729098548e-12,4.930402170774048,0.3286391694732824,10.47,-2.01
26.53,2.663342697,4.090549127046e-12,4.741722256073491,0.3388414722553015,10.47,-2.01
26.53,2.92612779,4.450917216094e-12,4.632797942453458,0.3536404634212711,10.47,-2.01
26.53,3.0,4.765942743720999e-12,4.350154472270231,0.3733038043564763,10.47,-2.01
26.53,3.222555553,5.353451150578e-12,4.222607867749155,0.39667608194619575,10.47,-2.01
26.53,3.46162143,5.9458488362412e-12,4.1014151392642555,0.4173956280555233,10.47,-2.01
26.53,3.718422454,5.5221342509190995e-12,3.97124812554413,0.45214043059677095,10.47,-2.01
26.53,3.994274309,5.5226637381184e-12,3.8549908999755087,0.4653260379430462,10.47,-2.01
26.53,4.290590285,5.7180170757685e-12,3.7063820907678644,0.502290805411928,10.47,-2.01
26.53,4.608888516,5.6466377893478e-12,3.5873310396646,0.5199925888822894,10.47,-2.01
26.53,4.95079976,5.7507091699161e-12,3.5030049860691586,0.5479371187054358,10.47,-2.01
26.53,5.318075752,5.7293129730049995e-12,3.427227744912796,0.5696334084135708,10.47,-2.01
26.53,5.712598182,6.3024801398297e-12,3.304180101692371,0.5958362402041822,10.47,-2.01
26.53,6.136388331,8.847679918578199e-12,3.2797392766065716,0.5926056762034866,10.47,-2.01
26.53,6.59161743,7.5313841692441e-12,3.2126587006933667,0.6293864363137951,10.47,-2.01
26.53,7.080617784,9.383546146280601e-12,3.1387647143991657,0.6398097673166985,10.47,-2.01
26.53,7.605894719,1.4307603417956e-11,3.1839841140874126,0.6275584857511399,10.47,-2.01
26.53,8.17013942,8.4498408427275e-12,3.250398439494273,0.6048888803913469,10.47,-2.01
26.53,8.776242719,4.9975472180406006e-12,3.705604119495104,0.47029504301787434,10.47,-2.01
26.53,9.427309902,2.4041748059796e-12,4.163205370324012,0.3538437451177464,10.47,-2.01
26.53,10.12667662,2.0392912128949e-12,4.1943550683901,0.34058032119435966,10.47,-2.01
26.53,10.877926,3.0196900694121e-12,3.9136017880512495,0.42633498597054303,10.47,-2.01
26.53,11.68490694,4.4646410002606e-12,3.4679693877732474,0.5339792165913735,10.47,-2.01
26.53,12.55175392,5.7624990788142005e-12,3.1106140592699685,0.6499369207089274,10.47,-2.01
26.53,13.48290809,3.2558489260844e-12,3.04068662660752,0.6687702109010683,10.47,-2.01
26.53,14.48314011,2.1619383678361e-12,3.110780422779472,0.6346255626852149,10.47,-2.01
26.53,15.55757453,1.6244727004663e-12,3.27579176299347,0.5688500331424875,10.47,-2.01
26.53,16.71171607,1.2345149795970001e-12,3.5762535323910702,0.5069318328776856,10.47,-2.01
26.53,17.9514778,1.0401751560469e-12,3.6447935217132374,0.4596313886477982,10.47,-2.01
26.53,19.28321149,1.0220642029135e-12,3.643159952514861,0.47303747988773176,10.47,-2.01
26.53,20.71374009,1.0500981222409e-12,3.5579623628728605,0.5037370986009304,10.47,-2.01
26.53,22.25039271,1.1006540850661001e-12,3.4448264052895063,0.5157336992118082,10.47,-2.01
26.53,23.9010422,1.188435322477e-12,3.354460985666514,0.5325736911173018,10.47,-2.01
26.53,25.67414542,1.2964479704862e-12,3.299404219353017,0.5413155670395078,10.47,-2.01
26.53,27.57878663,1.5051881604072e-12,3.2148117269173606,0.5808343769128993,10.47,-2.01
26.53,29.624724,1.705217740659e-12,3.1281884748002415,0.5736831628296433,10.47,-2.01
26.53,31.82243961,2.0200927105001e-12,3.037927868779254,0.5947498293096518,10.47,-2.01
26.53,34.18319315,2.4069129709544e-12,2.9979733041394736,0.5809805446194746,10.47,-2.01
26.53,36.71907964,2.8726205885348997e-12,2.91280134482814,0.5857777083559497,10.47,-2.01
26.53,39.44309132,3.5284022082801e-12,2.8224985935365177,0.591921648277985,10.47,-2.01
26.53,42.36918432,4.2582407170658e-12,2.7535649285539345,0.6058922082085993,10.47,-2.01
26.53,45.51235007,5.231512187204799e-12,2.7091493158140976,0.6132383228047475,10.47,-2.01
26.53,48.88869215,6.3035996241844004e-12,2.6474247406641283,0.6443006542299139,10.47,-2.01
26.53,52.51550878,7.5478169539167e-12,2.588206265810812,0.651815866058752,10.47,-2.01
26.53,56.41138148,9.0101466746639e-12,2.5840065819106077,0.6818868479418312,10.47,-2.01
26.53,60.59627021,1.05843054265504e-11,2.551265340700343,0.7275966385531067,10.47,-2.01
26.53,65.09161568,1.2360652775968001e-11,2.57246246499028,0.7781857035096376,10.47,-2.01
26.53,69.92044919,1.4337638070372e-11,2.5276649333622587,0.8175359047018094,10.47,-2.01
26.53,75.1075106,1.61657294057076e-11,2.5306239857915473,0.8494446144723307,10.47,-2.01
26.53,80.67937511,1.77941812435826e-11,2.5276649333622587,0.8969236021082663,10.47,-2.01
26.53,86.66458942,1.9471730260935402e-11,2.5191866570303065,0.9238688007311202,10.47,-2.01
26.53,93.09381796,2.07216326284982e-11,2.528587518488453,0.955900689677496,10.47,-2.01
26.53,100.0,2.1732585142977802e-11,2.528587518488453,1.001596244513972,10.47,-2.01
26.53,104.5226243,2.18563178574475e-11,2.5276649333622587,0.9894254107796954,10.47,-2.01
26.53,114.8355997,2.23447584816263e-11,2.5276649333622587,1.028916582745015,10.47,-2.01
26.53,126.1661294,2.15935004879211e-11,2.514838299845898,1.059031816458214,10.47,-2.01
26.53,138.6146131,1.99065049543938e-11,2.511444771173191,1.0610428417708542,10.47,-2.01
26.53,152.2913563,1.7781794051428498e-11,2.51127011502641,1.0850453424546087,10.47,-2.01
26.53,167.3175481,1.5579858655436002e-11,2.5024615886384254,1.083487948028832,10.47,-2.01
26.53,183.8263352,1.3263844781114e-11,2.4941842030312698,1.0766138453445706,10.47,-2.01
26.53,201.9640013,1.0975201217719e-11,2.5054126046142575,1.0838987141311975,10.47,-2.01
26.53,221.8912637,8.949619841697001e-12,2.494518774174406,1.065440516121982,10.47,-2.01
26.53,243.7846973,7.107723993201e-12,2.489923656605422,1.0807183346702063,10.47,-2.01
26.53,267.8382989,5.436924326163e-12,2.4856558073868356,1.100360526978977,10.47,-2.01
26.53,294.2652069,4.0891544393310006e-12,2.4856558073868356,1.0812661247743824,10.47,-2.01
26.53,323.2995891,3.00885173731e-12,2.4832271753604576,1.073264385693707,10.47,-2.01
26.53,355.1987182,2.208863207002e-12,2.4730336725210313,1.07605245871463,10.47,-2.01
26.53,390.2452514,1.6043007564149999e-12,2.4856558073868356,1.0634732181167124,10.47,-2.01
26.53,428.7497349,1.1519132955630001e-12,2.4832271753604576,1.0659356331304517,10.47,-2.01
26.53,471.0533555,8.23690180091e-13,2.4730336725210313,1.0674108632368347,10.47,-2.01
26.53,517.5309642,5.84947968288e-13,2.4758614693358623,1.090022832293181,10.47,-2.01
26.53,568.5943977,4.12425191798e-13,2.4730336725210313,1.0437802070706248,10.47,-2.01
26.53,624.6961273,2.86444863125e-13,2.4750793187908613,1.0987769894601926,10.47,-2.01
26.53,686.3332685,2.01407321892e-13,2.4730336725210313,1.0749581411414457,10.47,-2.01
26.53,754.0519861,1.3824215576600002e-13,2.445160868810491,1.0478230677323497,10.47,-2.01
26.53,828.4523333,9.6220670636e-14,2.4832271753604576,1.0528544707660348,10.47,-2.01
26.53,910.1935691,6.6452849071e-14,2.428886579347716,1.0223169476824479,10.47,-2.01
26.53,1000.0,4.0823130228e-14,2.4638106935737705,1.0385974552153021,10.47,-2.01
32.64,0.09,5.027688229749346e-13,9.710582225254425,0.20000000132891282,10.47,-2.01
32.64,0.09888006579,2.3653325524498503e-12,9.73321706964754,0.2000000013827041,10.47,-2.01
32.64,0.1086363046,3.2657852282164502e-12,9.632342898550261,0.2000001296924142,10.47,-2.01
32.64,0.119355166,2.9266306676188602e-12,9.46041885894148,0.20000000005491747,10.47,-2.01
32.64,0.1311316297,3.6181404181517e-12,9.34630666988148,0.20000004434519764,10.47,-2.01
32.64,0.1440700463,3.3124903555111e-12,9.171494810431875,0.20000001720400418,10.47,-2.01
32.64,0.1582850629,2.8633803956877e-12,9.069913262580732,0.20000000375570787,10.47,-2.01
32.64,0.1739026381,2.9055976505978e-12,9.091179816337764,0.20000000093389186,10.47,-2.01
32.64,0.1910611589,2.4738497701355e-12,9.272461703469412,0.20000001923458105,10.47,-2.01
32.64,0.2099126662,2.2790529617067998e-12,9.46041885894148,0.20000000000113444,10.47,-2.01
32.64,0.2306242028,1.9578975892771e-12,9.308284125326045,0.2000000019827435,10.47,-2.01
32.64,0.2533792927,1.8319185084438e-12,9.18839231627244,0.20000000033437637,10.47,-2.01
32.64,0.2783795681,1.8268964676589003e-12,9.027736214187302,0.20000000054184597,10.47,-2.01
32.64,0.3058465557,1.8705477617045e-12,8.891123059684409,0.20000000000038753,10.47,-2.01
32.64,0.3360236395,1.8466101595959e-12,8.734233582128267,0.20000000101185422,10.47,-2.01
32.64,0.3691782175,2.0337231858193998e-12,8.581614429936915,0.20000000196897583,10.47,-2.01
32.64,0.4056040715,3.0909342558311e-12,8.486478483884719,0.20000000038121343,10.47,-2.01
32.64,0.4456239698,3.3602746551663e-12,8.390165634905564,0.2000000020253689,10.47,-2.01
32.64,0.4895925272,3.372675673023e-12,8.286268663695669,0.20000000000013077,10.47,-2.01
32.64,0.5378993478,3.252529396377e-12,8.11942667810401,0.20000000406098403,10.47,-2.01
32.64,0.5909724767,3.3517293147989998e-12,7.994388554905936,0.20000000027436698,10.47,-2.01
32.64,0.6492821931,3.24835534271e-12,7.859200549054632,0.2101693060786052,10.47,-2.01
32.64,0.7133451775,3.250439038814e-12,7.7498554666255135,0.21617096367435046,10.47,-2.01
32.64,0.7837290898,3.2712142948619997e-12,7.570206149918756,0.2324567014023899,10.47,-2.01
32.64,0.8610575996,3.305360284419e-12,7.4066727858517645,0.24799198123564672,10.47,-2.01
32.64,0.9460159122,3.455186912109e-12,7.249830034112092,0.2604400857463722,10.47,-2.01
32.64,1.03935684,3.4627544115250187e-12,7.037931845816148,0.2795595804161292,10.47,-2.01
32.64,1.141907475,3.33746567590911e-12,6.881553618155597,0.2951744292037206,10.47,-2.01
32.64,1.254576514,3.32633634491381e-12,6.661333501992128,0.3123902353685203,10.47,-2.01
32.64,1.378362314,3.4332510131832798e-12,6.429689335931575,0.3112424165478143,10.47,-2.01
32.64,1.514361737,3.5626500907492002e-12,6.217591025953497,0.32508788825722756,10.47,-2.01
32.64,1.663779868,3.8499423772533e-12,5.957726492247493,0.3274469926199901,10.47,-2.01
32.64,1.827940698,3.8110901124225e-12,5.719512317634721,0.3255374008581049,10.47,-2.01
32.64,2.00829885,3.8185685500571e-12,5.4867875998416995,0.32324135887457367,10.47,-2.01
32.64,2.206452472,3.776597021539e-12,5.278109336278796,0.3253698079611592,10.47,-2.01
32.64,2.424157395,3.668403940024e-12,5.03538259291244,0.32072303342726566,10.47,-2.01
32.64,2.663342697,3.88624341661e-12,4.851642831618148,0.3292439560241123,10.47,-2.01
32.64,2.92612779,4.2302638805468e-12,4.726908330560548,0.34068684234553703,10.47,-2.01
32.64,3.0,4.533563311062e-12,4.4460574536351665,0.36059543032499386,10.47,-2.01
32.64,3.222555553,5.0963813058953e-12,4.3194321527917365,0.38460010249541354,10.47,-2.01
32.64,3.46162143,5.6712266974816005e-12,4.181625379383863,0.40183322672971855,10.47,-2.01
32.64,3.718422454,5.2734896876392e-12,4.06110240236834,0.43954499526096363,10.47,-2.01
32.64,3.994274309,5.2862214557321e-12,3.9377549965623877,0.4524672773271852,10.47,-2.01
32.64,4.290590285,5.4867309812463e-12,3.799628225370379,0.49413948799241536,10.47,-2.01
32.64,4.608888516,5.429501701860701e-12,3.650957973247713,0.5080320726670695,10.47,-2.01
32.64,4.95079976,5.545118099199e-12,3.5832474607896017,0.540124717226173,10.47,-2.01
32.64,5.318075752,5.5416245499378e-12,3.4906885026268273,0.5624650056271276,10.47,-2.01
32.64,5.712598182,6.1123829878533e-12,3.3642538199726375,0.5910079383177629,10.47,-2.01
32.64,6.136388331,8.5968004054328e-12,3.3377678352994273,0.5846877517881526,10.47,-2.01
32.64,6.59161743,7.3422963919428e-12,3.2750517183161865,0.627445765968055,10.47,-2.01
32.64,7.080617784,9.1689516554168e-12,3.1826919660690485,0.6353288408008202,10.47,-2.01
32.64,7.605894719,1.3977645459732999e-11,3.246629600859728,0.627801691688052,10.47,-2.01
32.64,8.17013942,8.2380635415366e-12,3.3113730785292455,0.6044640127399457,10.47,-2.01
32.64,8.776242719,4.821118181843e-12,3.7833365594983683,0.46309965903651995,10.47,-2.01
32.64,9.427309902,2.3010124226947e-12,4.228434978262882,0.34105894020010336,10.47,-2.01
32.64,10.12667662,1.949702868658e-12,4.28341935013598,0.331399810729381,10.47,-2.01
32.64,10.877926,2.8999797034416002e-12,3.964491350140903,0.41023700854385736,10.47,-2.01
32.64,11.68490694,4.3183652922061e-12,3.5381947069524933,0.5288522305273369,10.47,-2.01
32.64,12.55175392,5.6274184292517004e-12,3.1662132307079864,0.6474093788432744,10.47,-2.01
32.64,13.48290809,3.188671568584e-12,3.0816215966868645,0.6660994940829799,10.47,-2.01
32.64,14.48314011,2.1119387816818996e-12,3.1662132307079864,0.6338944845215888,10.47,-2.01
32.64,15.55757453,1.578169398403e-12,3.3334160204220646,0.562289371671487,10.47,-2.01
32.64,16.71171607,1.192031262419e-12,3.6186768002023695,0.4915458325322163,10.47,-2.01
32.64,17.9514778,1.0007999093047999e-12,3.709908481328812,0.449465426159113,10.47,-2.01
32.64,19.28321149,9.847748507656001e-13,3.7046827823742126,0.46069212074291016,10.47,-2.01
32.64,20.71374009,1.0129716714027e-12,3.6095864600923915,0.4886005959832453,10.47,-2.01
32.64,22.25039271,1.0637916520466e-12,3.534094581461395,0.5174003081437906,10.47,-2.01
32.64,23.9010422,1.1514571448004e-12,3.418360961810283,0.530509779117279,10.47,-2.01
32.64,25.67414542,1.2581216478782e-12,3.363152043131262,0.5406861869509714,10.47,-2.01
32.64,27.57878663,1.4650322401777e-12,3.2724141122949675,0.5798378942769856,10.47,-2.01
32.64,29.624724,1.6632414912867001e-12,3.1826919660690485,0.5746254170758609,10.47,-2.01
32.64,31.82243961,1.9740818169184e-12,3.0794284176508104,0.595568561007978,10.47,-2.01
32.64,34.18319315,2.3550477073229e-12,3.0349402572625643,0.5837471175910292,10.47,-2.01
32.64,36.71907964,2.8156695260063997e-12,2.963483403730099,0.5916902434237382,10.47,-2.01
32.64,39.44309132,3.4656357041512e-12,2.8502817794486197,0.5936879961616368,10.47,-2.01
32.64,42.36918432,4.1884888989332995e-12,2.785221431563506,0.6114820188339762,10.47,-2.01
32.64,45.51235007,5.154443420251e-12,2.7354821083502463,0.6190567245784209,10.47,-2.01
32.64,48.88869215,6.223210523573201e-12,2.6805210639716686,0.6536292896653629,10.47,-2.01
32.64,52.51550878,7.4601381822184e-12,2.6180976914979595,0.6627455089640786,10.47,-2.01
32.64,56.41138148,8.919912071263601e-12,2.609703691139898,0.6922504984996024,10.47,-2.01
32.64,60.59627021,1.04911962712181e-11,2.546076633216402,0.7297809225277312,10.47,-2.01
32.64,65.09161568,1.22659560999068e-11,2.546076633216402,0.7702600723492412,10.47,-2.01
32.64,69.92044919,1.42394770506117e-11,2.521837101216628,0.8203739008540416,10.47,-2.01
32.64,75.1075106,1.60694296273783e-11,2.5452374907106146,0.8626680213865743,10.47,-2.01
32.64,80.67937511,1.77008520221197e-11,2.521837101216628,0.903043157617702,10.47,-2.01
32.64,86.66458942,1.9382371712140802e-11,2.5207652510259804,0.9324287040187993,10.47,-2.01
32.64,93.09381796,2.06390332045679e-11,2.521837101216628,0.9603711464794398,10.47,-2.01
32.64,100.0,2.16553883901315e-11,2.521837101216628,1.0079032795371599,10.47,-2.01
32.64,104.5226243,2.1787372553272802e-11,2.521837101216628,0.9934354133360461,10.47,-2.01
32.64,114.8355997,2.22834477614557e-11,2.5214085860089592,1.0314138269915527,10.47,-2.01
32.64,126.1661294,2.15436469610424e-11,2.5207652510259804,1.0661311052090472,10.47,-2.01
32.64,138.6146131,1.98683191101053e-11,2.5131216043786955,1.0671556696060276,10.47,-2.01
32.64,152.2913563,1.77533842589611e-11,2.5130182640842005,1.0894807318171569,10.47,-2.01
32.64,167.3175481,1.5558997151195e-11,2.5129423748558537,1.093335002525416,10.47,-2.01
32.64,183.8263352,1.3248717470140999e-11,2.504648151950739,1.084935290611553,10.47,-2.01
32.64,201.9640013,1.0964639173115e-11,2.5129423748558537,1.0883971083242436,10.47,-2.01
32.64,221.8912637,8.942247919658001e-12,2.504648151950739,1.0737976196443593,10.47,-2.01
32.64,243.7846973,7.102716632547e-12,2.4999271033792,1.0843752305438241,10.47,-2.01
32.64,267.8382989,5.433691982112e-12,2.4931230144276135,1.1076275459400267,10.47,-2.01
32.64,294.2652069,4.087109880189e-12,2.4999271033792,1.0902319351762064,10.47,-2.01
32.64,323.2995891,3.0076106823089997e-12,2.491134953295822,1.0740711501024425,10.47,-2.01
32.64,355.1987182,2.208075811575e-12,2.4705938322816894,1.0740257423018613,10.47,-2.01
32.64,390.2452514,1.603820972588e-12,2.4931230144276135,1.0738341785654772,10.47,-2.01
32.64,428.7497349,1.151615872647e-12,2.4917187874382987,1.0737226785977696,10.47,-2.01
32.64,471.0533555,8.23509460607e-13,2.4886651781289104,1.0790735677169538,10.47,-2.01
32.64,517.5309642,5.84837771842e-13,2.4873404200205127,1.0903117299226666,10.47,-2.01
32.64,568.5943977,4.12359013704e-13,2.4873404200205127,1.0529070963916047,10.47,-2.01
32.64,624.6961273,2.8640476160699996e-13,2.4814195976007523,1.1019906247831321,10.47,-2.01
32.64,686.3332685,2.0138312379900002e-13,2.4705938322816894,1.072933651646445,10.47,-2.01
32.64,754.0519861,1.38227719468e-13,2.447613339618889,1.0458623578273085,10.47,-2.01
32.64,828.4523333,9.6212138325e-14,2.491134953295822,1.053195750529353,10.47,-2.01
32.64,910.1935691,6.6447674004e-14,2.447536623260747,1.0323570888582625,10.47,-2.01
32.64,1000.0,4.0820407880000005e-14,2.4634788715891465,1.0346640699961365,10.47,-2.01
37.86,0.09,5.131148406805497e-13,9.450064026858248,0.20000001884749025,10.47,-2.01
37.86,0.09888006579,2.384776160452429e-12,9.652328736461298,0.2000000000018177,10.47,-2.01
37.86,0.1086363046,3.26819962920239e-12,9.450064026858248,0.20000000000004634,10.47,-2.01
37.86,0.119355166,2.92346466875273e-12,9.305907009031804,0.20000000000000132,10.47,-2.01
37.86,0.1311316297,3.5856591873456e-12,9.305907009031804,0.20000000000001603,10.47,-2.01
37.86,0.1440700463,3.2877229815745997e-12,9.209246383903901,0.2000000011645778,10.47,-2.01
37.86,0.1582850629,2.8283575764749e-12,9.190355003426209,0.2000003988847809,10.47,-2.01
37.86,0.1739026381,2.8582735046597997e-12,9.190475302402456,0.20000000000004503,10.47,-2.01
37.86,0.1910611589,2.4299696545378e-12,9.305907009031804,0.20000000010824978,10.47,-2.01
37.86,0.2099126662,2.2363776490606e-12,9.310221538130206,0.20000000000000218,10.47,-2.01
37.86,0.2306242028,1.926887486699e-12,9.305907009031804,0.2000000004777154,10.47,-2.01
37.86,0.2533792927,1.7937471698828e-12,9.256372619457753,0.2000000000267491,10.47,-2.01
37.86,0.2783795681,1.7816478861485e-12,9.109937604039812,0.20000000124848635,10.47,-2.01
37.86,0.3058465557,1.8176425209908e-12,8.919711669846793,0.2000000000614742,10.47,-2.01
37.86,0.3360236395,1.7828104956666e-12,8.800150568954708,0.20000000104644164,10.47,-2.01
37.86,0.3691782175,1.9604972858213e-12,8.654695216445536,0.20000000081095692,10.47,-2.01
37.86,0.4056040715,2.9634125613708e-12,8.57902420284692,0.20000000000000046,10.47,-2.01
37.86,0.4456239698,3.2231461650414998e-12,8.490808211307996,0.20000000454766312,10.47,-2.01
37.86,0.4895925272,3.2220625851407e-12,8.377651821129207,0.2000000076626217,10.47,-2.01
37.86,0.5378993478,3.1052522337992e-12,8.247412864588162,0.20000000240477028,10.47,-2.01
37.86,0.5909724767,3.1988134189224e-12,8.116285524023455,0.20000000217418004,10.47,-2.01
37.86,0.6492821931,3.1062257070246e-12,8.013672646749704,0.20772643652311848,10.47,-2.01
37.86,0.7133451775,3.1024258393929998e-12,7.8993014342357455,0.21471641287676194,10.47,-2.01
37.86,0.7837290898,3.12496961308e-12,7.731521569606556,0.23000643846813845,10.47,-2.01
37.86,0.8610575996,3.153235148706e-12,7.5428916242944295,0.24235421538707985,10.47,-2.01
37.86,0.9460159122,3.2963799848270003e-12,7.415713250925089,0.2580601277975015,10.47,-2.01
37.86,1.03935684,3.3033409992248584e-12,7.196403677419035,0.27861474396347014,10.47,-2.01
37.86,1.141907475,3.17865598786825e-12,7.020515624988086,0.29049930844414085,10.47,-2.01
37.86,1.254576514,3.16347043383685e-12,6.809602575921532,0.3088979218832404,10.47,-2.01
37.86,1.378362314,3.26548471766437e-12,6.560338378508071,0.30797426329901534,10.47,-2.01
37.86,1.514361737,3.3885262404427998e-12,6.341798090410163,0.3203498042974862,10.47,-2.01
37.86,1.663779868,3.6554108975165e-12,6.1029195608845805,0.32557120840684706,10.47,-2.01
37.86,1.827940698,3.6152475703905003e-12,5.881791659862919,0.3255477201239807,10.47,-2.01
37.86,2.00829885,3.6209599986315e-12,5.626796200529557,0.32056199494633364,10.47,-2.01
