wvl,flux,r,n
0.09,4.327164551597031e-13,8.878710684951136,0.20000000131223114
0.09888006579,1.9681770404902338e-12,8.303798356214743,0.20000013402445588
0.1086363046,2.70961145727074e-12,7.856132932565758,0.26728416043043046
0.119355166,2.42858470271595e-12,7.525364231597353,0.2967337217294084
0.1311316297,2.9275763145279102e-12,7.4064618313118995,0.312084245971736
0.1440700463,2.6726821446194e-12,7.3301916669615315,0.32850376741965004
0.1582850629,2.2832437990935e-12,7.230512985739629,0.33452159319062397
0.1739026381,2.3287716511545e-12,7.21903539687655,0.3296645593867694
0.1910611589,1.9452203380216002e-12,7.330369801715513,0.3149937848747853
0.2099126662,1.7344838686555e-12,7.4064618313118995,0.27704655097071235
0.2306242028,1.5050255841362801e-12,7.398805405599684,0.28347229922052486
0.2533792927,1.4058076430994201e-12,7.261818699723673,0.2983582642901986
0.2783795681,1.3760852807821e-12,7.036979125146145,0.31885111778908254
0.3058465557,1.4141047663524e-12,6.86318235669252,0.33316321900375434
0.3360236395,1.3764401361543e-12,6.709541529197193,0.34537201759562086
0.3691782175,1.5250341041975001e-12,6.525692845110524,0.3645527779455273
0.4056040715,2.22852271229e-12,6.351354963629039,0.37694402923591896
0.4456239698,2.4017781371664e-12,6.157845979609698,0.3877801081370691
0.4895925272,2.3773715277012e-12,6.048392670971367,0.40315440760317006
0.5378993478,2.3238581732398004e-12,5.854809838139627,0.41086399314976824
0.5909724767,2.3625711351371e-12,5.707569319042173,0.42019072770222465
0.6492821931,2.2854597105775003e-12,5.582866489599138,0.4421016497860128
0.7133451775,2.275197594692e-12,5.448825558686222,0.45894370953117675
0.7837290898,2.2880510953101997e-12,5.301074418140786,0.48244487204424125
0.8610575996,2.2783291489856e-12,5.165952681575693,0.5124672732412536
0.9460159122,2.3643441087428e-12,5.0382826156275735,0.5392351804156355
1.03935684,2.350041819557561e-12,4.847742026353306,0.5596464004222081
1.141907475,2.228470249402714e-12,4.701609056687974,0.5889054997371238
1.254576514,2.20556656085044e-12,4.523663086690272,0.6072717403302014
1.378362314,2.23374433059789e-12,4.353986476821581,0.6492760698251605
1.514361737,2.2708234232042e-12,4.178499001043526,0.664434296355982
1.663779868,2.4008214895938e-12,4.019574366007728,0.6936738478590684
1.827940698,2.3216481989186997e-12,3.8202342842143056,0.6946272960709905
2.00829885,2.2405277320692e-12,3.640999884521177,0.6947748039696846
2.206452472,2.1381346537673e-12,3.4533696156138483,0.6906223401587852
2.424157395,1.9596123121645e-12,3.2579023499188624,0.6631724066140778
2.663342697,2.0163942748179e-12,3.140880087107078,0.6579130686301431
2.92612779,2.1170750377043997e-12,3.0676032967351627,0.6611245087179158
3.0,2.0972698013235e-12,2.93519789529491,0.6551322995749888
3.222555553,2.2739413566739003e-12,2.852587518770716,0.6451955327304851
3.46162143,2.4551758643216998e-12,2.8180471937316955,0.6691042278431788
3.718422454,2.1740230058018e-12,2.7611006604885366,0.6888257978920991
3.994274309,2.1020009531814e-12,2.705436505354946,0.6857572621684234
4.290590285,2.061491756846e-12,2.6601648177011192,0.7050522097089591
4.608888516,1.9899090471529e-12,2.594569325738865,0.685455534231126
4.95079976,1.9369228446066e-12,2.56087423691993,0.6986246295681361
5.318075752,1.9007444285360997e-12,2.501695456862443,0.6930570921421386
5.712598182,2.0147757399132e-12,2.477617138396071,0.7128781907868991
6.136388331,2.7833929689324e-12,2.463613197327531,0.7159677333739518
6.59161743,2.3106895027808e-12,2.4610729690280446,0.7336485321948647
7.080617784,2.8417261231349998e-12,2.441797583409455,0.749336579151207
7.605894719,4.3531126043977e-12,2.4044521176430753,0.730282119447937
8.17013942,2.6716304386877003e-12,2.41521335541637,0.7313297348804717
8.776242719,1.8832766237157e-12,2.4785641324934375,0.6902141807015981
9.427309902,1.0461149688376e-12,2.625847521571374,0.6467952581637013
10.12667662,8.991918868762e-13,2.625847521571374,0.6338067240574373
10.877926,1.1936419247959e-12,2.4972896412296577,0.6863626114421285
11.68490694,1.5490727247500001e-12,2.3904550208086492,0.7420148326138818
12.55175392,1.7339401243149e-12,2.336419387047424,0.7786785751899634
13.48290809,9.549497925008e-13,2.2774020299303794,0.7849317310958426
14.48314011,6.558491514548199e-13,2.2750113971761357,0.7673618594211695
15.55757453,5.2183734034734e-13,2.336419387047424,0.7878289648184913
16.71171607,4.3747515570383997e-13,2.389713709544697,0.7499649933473092
17.9514778,3.9148940331908e-13,2.443456600571838,0.7291370046899717
19.28321149,3.7285773075716e-13,2.4011975175516618,0.741741980706941
20.71374009,3.7143470093225997e-13,2.3904550208086492,0.7343016625040824
22.25039271,3.7638026839801e-13,2.345659708382048,0.7367365480488506
23.9010422,4.0232631218847997e-13,2.336419387047424,0.7270122271550159
25.67414542,4.3058798585533e-13,2.28930265293212,0.7237895789927451
27.57878663,4.7239121291535e-13,2.2561449390539634,0.725473805515328
29.624724,5.3838325310762e-13,2.217518880644299,0.7136228900373678
31.82243961,6.0921833695744e-13,2.1582840373793823,0.7259809878629193
34.18319315,7.1240673273935e-13,2.1246623228180503,0.7249124697870248
36.71907964,8.404448438261201e-13,2.097159235074776,0.7461666230106911
39.44309132,1.00281991455041e-12,2.014183022891412,0.705548788993758
42.36918432,1.22623454814249e-12,1.9866855482142027,0.71877800417665
45.51235007,1.48116250495719e-12,1.9537798115767402,0.7361530589305845
48.88869215,1.81321670911326e-12,1.9327899154436756,0.7557732873600207
52.51550878,2.20683145483713e-12,1.9327899154436756,0.7637982164182922
56.41138148,2.62585887949502e-12,1.9537798115767402,0.7965014951318272
60.59627021,3.0950500382367403e-12,1.9808720052897533,0.8355346624759878
65.09161568,3.5911584976804096e-12,1.9808720052897533,0.8461665929011131
69.92044919,4.1006996219091595e-12,2.004708345902346,0.8843328317392543
75.1075106,4.56658713320637e-12,2.0130764658228184,0.8853178092887777
80.67937511,4.9085876650403e-12,2.0393810841687965,0.9327845296088326
86.66458942,5.2230503329124404e-12,2.067679358127697,0.9394354928348629
93.09381796,5.38076159832632e-12,2.097159235074776,0.974187754024507
100.0,5.45473915532914e-12,2.1063046948380832,0.9657662690313258
104.5226243,5.32734285798385e-12,2.117873930620466,0.9837081716776988
114.8355997,5.2272166603449e-12,2.1331881454167476,0.9790496738336012
126.1661294,4.7993437062708e-12,2.1412199163854497,0.9951281304755861
138.6146131,4.2207504038116e-12,2.1582840373793823,0.9845602975575698
152.2913563,3.5969146122704e-12,2.1845999307127064,0.9819264901178522
167.3175481,3.0186915347464e-12,2.18480891292806,0.990196889766582
183.8263352,2.4594729261990002e-12,2.2259648396844787,1.0008562227093154
201.9640013,1.9595489997940998e-12,2.22366111175851,1.0140811407927388
221.8912637,1.5426182908073e-12,2.252329168759295,1.010841166988799
243.7846973,1.1904319621449e-12,2.2561449390539634,1.0013957328481962
267.8382989,8.865762584116e-13,2.261250882180332,1.0101411705929806
294.2652069,6.479841989057e-13,2.273120147835102,1.029089763425884
323.2995891,4.67193076546e-13,2.2750113971761357,0.9938555656922772
355.1987182,3.348005147219e-13,2.28469995872043,1.0191078965519578
390.2452514,2.387304090609e-13,2.3003890944847756,1.025707151103381
428.7497349,1.684553297456e-13,2.336419387047424,1.019054039061687
471.0533555,1.1904105185730001e-13,2.336419387047424,1.0410939877799317
517.5309642,8.26244249667e-14,2.3003890944847756,0.9973091898685467
568.5943977,5.77679222131e-14,2.336419387047424,1.0192325275792022
624.6961273,3.99147283946e-14,2.349934038655335,0.9824966178739512
686.3332685,2.7461640546000002e-14,2.336419387047424,1.003924454334266
754.0519861,1.89476759976e-14,2.336419387047424,1.0036034258903792
828.4523333,1.30014233913e-14,2.345659708382048,1.0133537896324534
