wvl,flux,r,n
0.09,3.904503689220093e-13,8.848693233828175,0.20000168891428774
0.09888006579,1.781061953980434e-12,8.707538416082047,0.2575945603203918
0.1086363046,2.44278557955025e-12,8.250780081065587,0.2959383754136078
0.119355166,2.17688475921646e-12,8.02991842131533,0.32475713051834787
0.1311316297,2.59669401087982e-12,7.834283965300514,0.33866576548284666
0.1440700463,2.3678256153057e-12,7.6857082741675855,0.3450068216796034
0.1582850629,2.0156965648173e-12,7.625169986402894,0.3549329914300232
0.1739026381,2.0498906986170003e-12,7.60233885986471,0.3438100000223183
0.1910611589,1.7130661515434002e-12,7.6857082741675855,0.3301149504841475
0.2099126662,1.53362384122485e-12,7.795603964808583,0.29562256667103004
0.2306242028,1.33233260437896e-12,7.754045735427586,0.30094749837780616
0.2533792927,1.23833819927914e-12,7.627992944754071,0.31324784073981515
0.2783795681,1.2049303235230999e-12,7.383815424125682,0.3227146340411814
0.3058465557,1.2322450720793e-12,7.223070503546066,0.3443259177743172
0.3360236395,1.1994625834536e-12,7.050413284407849,0.34166088495622005
0.3691782175,1.3214902729253e-12,6.895658900734849,0.361841262229122
0.4056040715,1.9260621017509e-12,6.747724104194499,0.37382804452439566
0.4456239698,2.0717379305308e-12,6.556616907111492,0.3857426401535593
0.4895925272,2.0498008224724e-12,6.455974596052587,0.3929911086483924
0.5378993478,2.000556985809e-12,6.32863533998741,0.4082741120703719
0.5909724767,2.0314452653006e-12,6.167964055190063,0.41323708085443167
0.6492821931,1.9673329457130997e-12,6.041159490092148,0.4314460747085034
0.7133451775,1.9604061132725e-12,5.941076082186611,0.4500953893258982
0.7837290898,1.9701113852349997e-12,5.756683638045353,0.45799122579896745
0.8610575996,1.9659145250512e-12,5.611544567323079,0.48016415607874013
0.9460159122,2.0442379482766e-12,5.478008815791593,0.4986470630008727
1.03935684,2.0324244107761823e-12,5.308704879584267,0.5142106515402847
1.141907475,1.928775960990323e-12,5.136809124782213,0.5425071442500556
1.254576514,1.9154727107361e-12,4.9907738798516235,0.5631569298297276
1.378362314,1.94091952352115e-12,4.765537482631707,0.5850407214750716
1.514361737,1.97912140014537e-12,4.557500190267434,0.5975521599509155
1.663779868,2.100158476553e-12,4.3939768354771935,0.6317203479727186
1.827940698,2.0399178808364002e-12,4.161710277116155,0.6309986264792038
2.00829885,1.9744291245661e-12,3.9644636389598205,0.6349756302053506
2.206452472,1.8946057698271e-12,3.7336115760649116,0.6309852544272828
2.424157395,1.7426484066445998e-12,3.5479473243518913,0.6351441397727455
2.663342697,1.8056952272601e-12,3.3769484131929843,0.6236899665495959
2.92612779,1.9073922737294e-12,3.273007880428514,0.6241783903570506
3.0,1.9076043193199e-12,3.132316476329029,0.633093480839993
3.222555553,2.0825157622002e-12,3.0688226659312265,0.638200092318497
