wvl,flux,r,n
0.09,4.93615699787241e-13,7.973638749000403,0.20000000024421202
0.09888006579,2.254798900993735e-12,7.840287307839834,0.20000057493718593
0.1086363046,3.10974736764957e-12,7.529635458514601,0.2376659879033434
0.119355166,2.7879787923218e-12,7.315111728554026,0.26450685979862576
0.1311316297,3.3545690710799e-12,7.188213770174745,0.2867755238638452
0.1440700463,3.0637883907055e-12,7.021665659418344,0.30424470807788406
0.1582850629,2.6212578033371003e-12,6.958124171038608,0.31537160131861
0.1739026381,2.6715502484515e-12,6.895980975153484,0.3099739375841777
0.1910611589,2.237431748622e-12,7.021665659418344,0.2962432766973986
0.2099126662,1.990289049215e-12,7.159268814240229,0.2616237673341913
0.2306242028,1.72592988242565e-12,7.111466433858731,0.2660757191224501
0.2533792927,1.6119180720991002e-12,6.978466065879938,0.28645518560752564
0.2783795681,1.5805494728307999e-12,6.667100735909341,0.3036394606617354
0.3058465557,1.6202320527942e-12,6.483299116555291,0.32472640036585587
0.3360236395,1.5764694200413001e-12,6.316774731665011,0.34391269854087425
0.3691782175,1.7470218840455001e-12,6.0582262312311395,0.35788540602018937
0.4056040715,2.5523760804582e-12,5.891214318380343,0.37675948425826744
0.4456239698,2.7476607778944e-12,5.7491931351903744,0.39700296012242364
0.4895925272,2.7178297517949e-12,5.64156159278361,0.41564471709816064
0.5378993478,2.6601003929888e-12,5.467164714549113,0.4293180934319506
0.5909724767,2.7022686060136e-12,5.346164825437351,0.44810563220155675
0.6492821931,2.6113957890008998e-12,5.209431148442906,0.4741646881775982
0.7133451775,2.5964815595218e-12,5.090582491975374,0.49668588997723906
0.7837290898,2.6097686759186e-12,4.916654914261449,0.5197159333544887
0.8610575996,2.5939814876408003e-12,4.770763753265154,0.5558663114011184
0.9460159122,2.6866493811732e-12,4.641402116448807,0.587192008212229
1.03935684,2.66645178220635e-12,4.505479226915939,0.6262900870349586
1.141907475,2.5231808545053667e-12,4.3411398901419025,0.6541614272547343
1.254576514,2.4912833190191903e-12,4.178578683720142,0.6818283189907665
1.378362314,2.51617730757906e-12,3.997435429824882,0.7196068530622839
1.514361737,2.54942074386839e-12,3.8559719677361994,0.7478499350203127
1.663779868,2.6834156859605997e-12,3.6852240352994032,0.7604709419550824
1.827940698,2.5828237467781e-12,3.541990727069249,0.7663203676952364
2.00829885,2.4818621969061e-12,3.4194962843677414,0.7711259378817255
2.206452472,2.3551501116971e-12,3.2349432386948966,0.7489724561094735
2.424157395,2.1485486138676e-12,3.0623027790464072,0.702022755661039
2.663342697,2.1950771061355002e-12,2.969013966341029,0.6911158779753959
2.92612779,2.2925441195416e-12,2.9041719025346735,0.6886797255877073
3.0,2.2500008291722e-12,2.7937349263477604,0.6726234479445504
3.222555553,2.4262077727351003e-12,2.7417065559040443,0.6628088909029186
3.46162143,2.6043349892530002e-12,2.7038887624013386,0.6775183367947957
3.718422454,2.2897990444715e-12,2.6649599761335443,0.6915729683020917
3.994274309,2.201041750983e-12,2.6052695387097367,0.678913910247792
4.290590285,2.146034474182e-12,2.579332246660537,0.6951282409214361
4.608888516,2.0608706543045e-12,2.528587518488453,0.6761829115910545
4.95079976,1.9976643628457e-12,2.4941842030312698,0.6799941879150293
5.318075752,1.951487325722e-12,2.4758614693358623,0.6855781706459096
5.712598182,2.0606461559184e-12,2.432730560010016,0.6929388612326615
6.136388331,2.8412667828372e-12,2.4170673220659142,0.6850173693134824
6.59161743,2.3507836240976997e-12,2.3870253486986206,0.6915615481495039
7.080617784,2.884928891683e-12,2.3794981980142698,0.7039497478751469
7.605894719,4.4208811857891e-12,2.356260412975159,0.6940316768607737
8.17013942,2.7193939146709e-12,2.3669568633119793,0.6952213125684037
8.776242719,1.9504107125452e-12,2.428886579347716,0.6824819908960985
9.427309902,1.1081722345034e-12,2.528587518488453,0.6512034014025063
10.12667662,9.546008832457e-13,2.5276649333622587,0.6405008577299149
10.877926,1.248331057371e-12,2.445160868810491,0.6946352143925634
11.68490694,1.5943607453220999e-12,2.3285445702630265,0.7205626753134735
12.55175392,1.7611917360787e-12,2.2737164575652873,0.7386926299421461
13.48290809,9.677001890361e-13,2.2631592995884215,0.7557363458885791
14.48314011,6.6629548055657e-13,2.2584988829792843,0.7524826990119797
15.55757453,5.333964866000899e-13,2.273522895486585,0.7554511946651974
16.71171607,4.5173046553102e-13,2.319717658535377,0.7303921200101389
17.9514778,4.0681558514371e-13,2.3498820806741936,0.7096660390727709
19.28321149,3.8649964887045e-13,2.32598676681247,0.7234259545562782
20.71374009,3.8367400175152996e-13,2.3213331417720493,0.7135786746455326
22.25039271,3.8752480976469e-13,2.2758492953873675,0.71175296025317
23.9010422,4.1271527584719e-13,2.2752304933926237,0.6959432677179516
25.67414542,4.404411437948e-13,2.2631592995884215,0.7038256275915871
27.57878663,4.8208908439397e-13,2.248396048912264,0.705068514421817
29.624724,5.481274608529301e-13,2.2116915883344084,0.6894439005988086
31.82243961,6.191018493674901e-13,2.14737449095515,0.6923532227261796
34.18319315,7.2267024451884e-13,2.103354062067508,0.6812941059278894
36.71907964,8.5135207061504e-13,2.067089199188921,0.6952253711368845
39.44309132,1.01446538441848e-12,2.037257274963552,0.6721344563333347
42.36918432,1.23870812412062e-12,2.011786467977131,0.6870023435436452
45.51235007,1.4943449138689299e-12,1.9835569844101029,0.708259260023363
