wvl,flux,r,n
0.09,5.926633500157822e-13,7.320604929160772,0.20000000584533983
0.09888006579,2.741048999578622e-12,7.150580354898985,0.2000060794968491
0.1086363046,3.7905689403433104e-12,6.890387631734171,0.24297176845044186
0.119355166,3.41651210585596e-12,6.503271762979325,0.2619672711517434
0.1311316297,4.1128479123691e-12,6.427615554416874,0.2877776681161609
0.1440700463,3.7486560210024005e-12,6.228706812570729,0.2964086682733434
0.1582850629,3.229347980864e-12,6.184351719212773,0.3101636514466444
0.1739026381,3.2911768587332e-12,6.145778781475541,0.30636454366508376
0.1910611589,2.7572590720649998e-12,6.223641538264619,0.29526923205030375
0.2099126662,2.4484274670844e-12,6.439698284616278,0.2719604133342702
0.2306242028,2.1218725291154e-12,6.3962349979239015,0.2746988782690355
0.2533792927,1.9822958765443003e-12,6.201891858343203,0.295757730337541
0.2783795681,1.9547662405940998e-12,6.00688616231861,0.3180674183364477
0.3058465557,2.0086212832566e-12,5.776473203129346,0.34017041533682824
0.3360236395,1.9576410460275e-12,5.624809516038306,0.3658556790728429
0.3691782175,2.1706963978999e-12,5.442300914006574,0.39078526175933465
0.4056040715,3.1721079946281e-12,5.270421579224527,0.42259462333351283
0.4456239698,3.4133411965717e-12,5.098453584892031,0.4423659319738542
0.4895925272,3.3756392605735997e-12,4.984511462659531,0.47075202035746133
0.5378993478,3.3090068910879998e-12,4.811192760094356,0.486918476764234
0.5909724767,3.3600520264832002e-12,4.669733600219062,0.5139632655386375
0.6492821931,3.243704151167e-12,4.544732190871564,0.5503076912056416
0.7133451775,3.2130947586119e-12,4.431411695167189,0.5839790359240808
0.7837290898,3.2251541554158e-12,4.29867211679537,0.6201019710803068
0.8610575996,3.1910594954181e-12,4.145848107182425,0.6643914143269385
0.9460159122,3.292679983283e-12,4.020621214090911,0.7029618024659543
1.03935684,3.2538631535348572e-12,3.8798074017902002,0.7542151106356032
1.141907475,3.06070334335371e-12,3.7572680390801416,0.7929024532179769
1.254576514,3.00299510434165e-12,3.6288092369622675,0.8322801173607728
1.378362314,3.0096282661147597e-12,3.5049451023024942,0.8851771798302768
1.514361737,3.0232409582499e-12,3.3898520621375106,0.9029555251519183
1.663779868,3.1500966070646e-12,3.273650646628995,0.9104234364803312
1.827940698,3.0001804970120998e-12,3.1809380934486904,0.9034508585224703
2.00829885,2.8540808799426e-12,3.061253848899992,0.8769140844166479
2.206452472,2.6785041924511e-12,2.9475592402540154,0.8356958843438802
2.424157395,2.418719079779e-12,2.830038836035182,0.7682481095533604
2.663342697,2.44446439942e-12,2.7498574827938658,0.733963197515727
2.92612779,2.5299091175225e-12,2.7190786466705417,0.7284319760693485
3.0,2.4483174316179998e-12,2.6484867549266338,0.6994316019066793
3.222555553,2.6199486599997997e-12,2.595969639160272,0.6754865998842685
3.46162143,2.7901277338740003e-12,2.5809678314404265,0.6810527327339386
3.718422454,2.431510346194e-12,2.5588378284230133,0.6873694392334591
3.994274309,2.3193529706816e-12,2.527398627039726,0.6765994407503324
4.290590285,2.2460327077347e-12,2.4882082737106135,0.6758844538100008
4.608888516,2.1426311728039e-12,2.474350371317841,0.6625284887406002
4.95079976,2.0663220286765003e-12,2.4272033651159903,0.655616443908716
5.318075752,2.0088911626257e-12,2.419193269474322,0.6593958318913342
5.712598182,2.1122474396177e-12,2.3917258184323273,0.6614366576318169
6.136388331,2.9066157681115e-12,2.3807626470343197,0.6510774894541216
6.59161743,2.3958067838306004e-12,2.3665319919085013,0.6637865385533104
7.080617784,2.9339746328807e-12,2.352416420890332,0.6660370472221424
7.605894719,4.4987487254192e-12,2.3452825439181835,0.6631915325858035
8.17013942,2.7753343718792e-12,2.3452825439181835,0.6687621444927447
8.776242719,2.0333703675413997e-12,2.3569022853298076,0.6626346273420773
9.427309902,1.1902820447812e-12,2.423859938820686,0.6537572372326357
10.12667662,1.0283355797021e-12,2.416721709247237,0.6481073514029816
10.877926,1.3184001167936e-12,2.3495860318022355,0.6784164473112693
11.68490694,1.6497103014646e-12,2.2870322709662902,0.6994986754652707
12.55175392,1.793387954391e-12,2.24604659500162,0.7058602361167376
13.48290809,9.826039479665e-13,2.241928124262699,0.7191677766518436
14.48314011,6.7866291879293e-13,2.2301019081702904,0.7223598693687363
15.55757453,5.4731416172371e-13,2.2462708820625727,0.7309499595325171
16.71171607,4.6942590042863e-13,2.2564892687371247,0.7082078113836598
17.9514778,4.259663899399e-13,2.288174779148188,0.7028941663594861
19.28321149,4.0352521875956e-13,2.2744565044292187,0.7069923607219071
20.71374009,3.9876794598348e-13,2.255399376997975,0.6885846967195247
22.25039271,4.0111678085547e-13,2.241928124262699,0.6892045660549517
23.9010422,4.2523543297035003e-13,2.245943680785584,0.6752073668540355
25.67414542,4.5216138564627e-13,2.2384705070189246,0.6705073066666631
27.57878663,4.934545937180301e-13,2.211860489961409,0.6650499170577983
29.624724,5.594245357425599e-13,2.1827840020622378,0.6511280752919361
31.82243961,6.306033221908501e-13,2.119516504011933,0.6415405037509834
34.18319315,7.3451917359781e-13,2.0745471794215393,0.631785920919372
36.71907964,8.6398163799903e-13,2.0375139305623313,0.6395190932327075
39.44309132,1.02768789121597e-12,1.970444691173336,0.5978474469441486
42.36918432,1.25291728550024e-12,1.9538976881024261,0.6108928038025055
45.51235007,1.50929883871302e-12,1.922819676101587,0.6226887437794033
48.88869215,1.84327047450895e-12,1.9218583737514707,0.6541210418870957
52.51550878,2.23800476728271e-12,1.9255066279390007,0.6627651563408182
56.41138148,2.6573539220953702e-12,1.931661506467832,0.6933446151315803
60.59627021,3.1264046285049e-12,1.9468876479292092,0.7182417439172744
65.09161568,3.6223712987667803e-12,1.9538976881024261,0.7440882469385461
69.92044919,4.13159369112606e-12,1.9812609487024333,0.7802495074518816
75.1075106,4.59602088140974e-12,1.9854286255178164,0.7936168803291241
80.67937511,4.93583084082924e-12,2.013028186889604,0.8379783666588345
86.66458942,5.24808310884582e-12,2.0266157785007612,0.8508314504716346
93.09381796,5.4029578676946504e-12,2.050451221261032,0.8858731733889205
100.0,5.474477281971639e-12,2.05667859108653,0.8916129064277694
104.5226243,5.34433859055561e-12,2.061483974127417,0.9035063377036852
114.8355997,5.2415741429229006e-12,2.1014473326570116,0.920317718479932
