,x0,x1,y0,y1,mean_y0,mean_y1,std_y0,std_y1
252,0.40878192,0.425905,-0.02372259,-0.8218481,-0.0016582294,-0.53677034,0.09667424,0.1636851
253,0.4090457,0.43728638,-0.25725362,-0.3548981,-0.0015153151,-0.5370172,0.09673727,0.16388576
254,0.40997812,0.44035894,0.15577142,-0.81016546,-0.0014433987,-0.53690636,0.09676275,0.16390476
255,0.4173993,0.44196635,0.08790989,-0.3312656,-0.0012172926,-0.5356366,0.09684116,0.1636118
256,0.43199995,0.45221034,-0.029452397,-0.80137753,-0.0006391903,-0.5331517,0.09704076,0.1631386
257,0.43995947,0.4584114,-0.285499,-0.72276586,-0.0003047532,-0.53175247,0.097157426,0.16288371
258,0.44714782,0.46247506,-0.33755556,-0.42176226,-1.6745447e-05,-0.53041106,0.09725402,0.16262946
259,0.45292738,0.4703193,0.17458783,-1.0509728,0.00028683234,-0.52943075,0.09735833,0.1625144
260,0.47268328,0.48785177,-0.18290262,-0.7968875,0.0012526423,-0.52561307,0.09768157,0.16187787
261,0.479685,0.5035249,0.1186936,-0.9231079,0.0017905752,-0.5244008,0.09788487,0.16184951
262,0.5085216,0.506134,-0.31981263,-0.41516867,0.003119824,-0.51741165,0.098299704,0.1602117
263,0.5412571,0.5085301,0.029903335,-0.49128506,0.0051421574,-0.5075555,0.099078685,0.15816954
264,0.5503928,0.5140322,0.13119532,-0.46126077,0.0058221878,-0.50499594,0.09931715,0.15768628
265,0.5566657,0.52023107,0.04695325,-0.89110774,0.006322747,-0.5034423,0.09946634,0.15740892
266,0.56565326,0.53667086,0.19848272,-0.9914802,0.0071258484,-0.501884,0.09966193,0.1571799
267,0.56591815,0.54310423,-0.15760207,-0.31230786,0.007209738,-0.50232595,0.09966071,0.15729433
268,0.56663924,0.5630776,0.030699521,-0.48213902,0.0075864997,-0.5033454,0.099705346,0.15766259
269,0.5875779,0.5823862,-0.08524847,-0.41286993,0.009539722,-0.49761748,0.10025645,0.15665413
270,0.5953827,0.6125794,0.220486,-0.7692133,0.011063716,-0.49603117,0.100679606,0.15672356
271,0.6035966,0.62058014,-0.24214263,-0.27303013,0.011964329,-0.49361405,0.100941494,0.1563205
272,0.6140072,0.63365954,0.087432384,-0.26051298,0.013290498,-0.49052382,0.10130811,0.15586346
273,0.6152191,0.6462917,-0.0027642928,-0.744691,0.014030592,-0.49010327,0.10149251,0.15604495
274,0.62168723,0.6553435,0.14992124,-0.4084471,0.015001991,-0.48806053,0.10174868,0.15576279
275,0.6247391,0.657002,-0.16856775,-0.8857713,0.01531888,-0.48712802,0.10183327,0.15557699
276,0.64465845,0.6589982,-0.11176796,-0.7283214,0.017071,-0.48085925,0.102342285,0.15420367
277,0.64900625,0.66057354,0.24660863,-0.7024281,0.017552711,-0.47942615,0.10248253,0.15393528
278,0.6519635,0.66614634,0.0095119625,-0.6009604,0.018115124,-0.47844738,0.10261898,0.15381192
279,0.65730596,0.6663565,-0.20325868,-0.26497453,0.018643806,-0.47664753,0.102775194,0.15347138
280,0.664316,0.6771089,0.03476791,-0.68851954,0.019916134,-0.47425717,0.10309517,0.15316983
281,0.68097156,0.6838103,-0.18885954,-0.51697284,0.02207075,-0.46840185,0.103666596,0.15228276
282,0.68516976,0.685723,0.104606435,-0.6703469,0.022661926,-0.46688244,0.103817075,0.15207365
283,0.6992884,0.7035315,-0.10803455,-0.74872553,0.025378887,-0.46169183,0.104439825,0.1515586
284,0.7022468,0.70640415,-0.062442694,-0.90396315,0.025922058,-0.46058375,0.1045642,0.15143667
285,0.70310754,0.7140692,-0.11221941,-0.5495254,0.026519706,-0.46017486,0.10467658,0.15151288
286,0.70369273,0.7141302,-0.24154465,-0.7180373,0.026595516,-0.45995966,0.104695186,0.15148066
287,0.7193236,0.71875083,0.03816103,-0.6897919,0.028912896,-0.45402288,0.10525976,0.15064512
288,0.7229225,0.7326632,-0.18152305,-0.3087121,0.030374857,-0.45243862,0.10556774,0.15065664
289,0.7522787,0.7496916,-0.06780948,-0.5742107,0.035883408,-0.44031972,0.106972486,0.14927112
290,0.7655782,0.7527945,-0.018729242,-0.57570136,0.03831444,-0.4345826,0.1076405,0.14858794
291,0.7692488,0.76873404,0.032127406,-0.34344965,0.040281396,-0.43253565,0.10812821,0.14861557
292,0.7716194,0.7735529,-0.018788831,-0.31536785,0.041148018,-0.43130603,0.108353876,0.14855072
293,0.7739719,0.777497,0.24880327,-0.071375266,0.041943498,-0.43009698,0.108561434,0.14847688
294,0.781326,0.7808473,0.1865379,-0.3808183,0.04357238,-0.42673224,0.108986154,0.14808822
295,0.80522245,0.81077784,-0.17336373,-0.37700236,0.051375367,-0.41425666,0.11115301,0.14716211
296,0.8068321,0.8174208,-0.15548883,-0.78076625,0.0525623,-0.4129796,0.11149024,0.14721434
297,0.8077863,0.84308577,0.3558017,-0.11978046,0.05665418,-0.40977257,0.11272306,0.14774704
298,0.82128626,0.84702706,0.08089558,-0.7472188,0.05991764,-0.4031475,0.11365319,0.14698151
299,0.8233713,0.85244197,-0.030944714,-0.14760722,0.06125387,-0.4014715,0.11407875,0.14698482
300,0.8323049,0.85521066,0.3008853,-0.7789233,0.063594915,-0.3969033,0.11476391,0.14648888
301,0.83718055,0.8627505,-0.11874203,-0.5232432,0.065995514,-0.3934903,0.11552663,0.14639074
302,0.83813393,0.8677604,0.060757652,-0.7502057,0.067142315,-0.3922515,0.11590941,0.14647207
303,0.86435765,0.8710599,0.3727334,-0.06350725,0.07408748,-0.37839973,0.11792185,0.14491726
304,0.865307,0.89300305,0.31766632,-0.092199676,0.078708544,-0.37403968,0.11944732,0.14554252
305,0.8701276,0.92492247,-0.0046723317,-0.117081694,0.087887995,-0.3638305,0.12239706,0.14665961
306,0.8775689,0.9255714,-0.0025096738,-0.4374567,0.08992249,-0.35985172,0.122931965,0.14629474
307,0.88793695,0.943057,0.06565846,-0.41276178,0.097768664,-0.349024,0.12533908,0.14671978
308,0.8900794,0.94520885,0.37038523,-0.2083254,0.099019945,-0.34717733,0.1257085,0.14676435
309,0.8963336,0.9584541,0.35627112,-0.35597506,0.10508102,-0.33912054,0.12757948,0.14746334
310,0.963007,0.9655824,0.19704193,0.0043241093,0.13146189,-0.29432976,0.13414197,0.14627652
311,0.96387917,0.97988015,0.5094425,0.028904757,0.13648477,-0.28866446,0.13562185,0.14746207
312,0.9685441,0.98680675,0.04608238,-0.43180275,0.14102347,-0.282529,0.13687247,0.14805087
313,0.9774207,1.0046145,0.08064011,-0.05687005,0.1519563,-0.26830196,0.13979499,0.1498137
314,0.9802836,1.0074618,0.40007836,-0.40852156,0.15449972,-0.26481,0.14040966,0.15009138
315,0.9809932,1.0289952,0.43812084,0.15589295,0.16412589,-0.25320914,0.1431424,0.15275297
316,1.0029007,1.0351173,0.14184584,0.26581228,0.17821124,-0.232957,0.14618722,0.15312272
317,1.0103838,1.0380361,0.14882962,-0.33756572,0.18375114,-0.22527441,0.14739884,0.15339765
318,1.0225651,1.047195,0.15472558,-0.17929325,0.19513445,-0.20987868,0.1501031,0.15459286
319,1.0284406,1.0534512,0.10430837,0.32393718,0.20171143,-0.20113261,0.15171178,0.1554637
320,1.0519181,1.0574603,0.3624411,-0.1735823,0.21910861,-0.17676888,0.15574045,0.15602258
321,1.052321,1.061989,0.49714246,-0.11049311,0.2215754,-0.17375991,0.15638211,0.15660386
322,1.0550944,1.0645974,0.20121153,-0.36689702,0.22479622,-0.16951224,0.15716095,0.15696616
323,1.0604672,1.0819762,0.6024025,0.40114778,0.23758139,-0.15339422,0.16031705,0.1595864
324,1.076648,1.0828731,0.17069311,-0.06088166,0.25012654,-0.1366407,0.1630682,0.15985268
325,1.0794636,1.0914313,0.41228047,0.012612208,0.25693047,-0.12817651,0.16470695,0.16123955
326,1.0820917,1.0928049,0.543576,-0.06844372,0.25976738,-0.124560274,0.16535045,0.16149811
327,1.0886252,1.0966307,0.55969745,-0.2074788,0.26718605,-0.115183875,0.16705534,0.16223939
328,1.0909193,1.0969087,0.44281572,0.3556571,0.2692403,-0.112564996,0.1675058,0.16234812
329,1.1202809,1.1025312,0.6087351,-0.19460832,0.29878074,-0.075689405,0.17400764,0.16426343
330,1.1243987,1.1128931,0.4998041,0.40873754,0.3084666,-0.06416663,0.17616165,0.16602638
331,1.1547699,1.1205748,0.3817522,0.15675594,0.34451818,-0.020697808,0.18367642,0.1692424
332,1.1714132,1.1413447,0.4394095,0.1438533,0.3755075,0.015405672,0.19002752,0.17364202
333,1.173975,1.147939,0.8873682,0.19647092,0.3825276,0.02346919,0.19146177,0.1748643
334,1.1805704,1.1617719,0.39097077,0.29727924,0.39915088,0.04253783,0.19484045,0.17761925
335,1.1826967,1.170975,0.503515,0.16282938,0.40788594,0.052506633,0.19663252,0.1793312
336,1.186757,1.1726245,0.82146496,0.2721977,0.41385823,0.059434198,0.19780229,0.17990859
337,1.186951,1.175413,0.71039003,0.51027024,0.41603753,0.061898112,0.1982556,0.18039258
338,1.1950659,1.1876677,0.84970194,0.50918055,0.43467662,0.083067924,0.20204514,0.18308166
339,1.2147914,1.2052885,0.8400186,0.48555997,0.47270533,0.12562643,0.20971958,0.18784444
340,1.215646,1.2075918,0.96178025,0.46614474,0.47557795,0.1288034,0.210322,0.18833387
341,1.2274263,1.2078406,0.8909328,0.8804339,0.4913871,0.14639285,0.21326436,0.18952015
342,1.2347003,1.2126682,1.005118,0.32652023,0.50500315,0.16142054,0.21594185,0.19114624
343,1.2456118,1.225763,0.772417,0.29847988,0.53039056,0.18904284,0.22100681,0.19470716
344,1.2530304,1.2259487,1.0571198,0.9694167,0.54127383,0.20084745,0.22299218,0.19571337
345,1.2665114,1.2491107,1.0027049,0.9668251,0.5798079,0.24197108,0.23048528,0.20177965
346,1.2679818,1.2534729,0.88788056,0.32401517,0.58564574,0.24821278,0.2316385,0.20280287
347,1.2689188,1.2569777,0.616973,0.33325732,0.59001845,0.25289208,0.23250987,0.20360202
348,1.2707483,1.261063,0.6419517,0.30623242,0.5962714,0.25958017,0.23371528,0.20464917
349,1.2795279,1.2643238,0.6356598,0.73140734,0.61237496,0.27672753,0.2365785,0.20658964
350,1.2893401,1.2650111,1.0127571,0.80353606,0.6283237,0.29356766,0.239313,0.20828281
351,1.2900445,1.2760742,0.77428883,1.0101241,0.63898987,0.30488122,0.24144475,0.21049045
352,1.2990599,1.2821167,1.0985584,0.7231545,0.6587286,0.32557318,0.24490617,0.21312252
353,1.3108952,1.2832115,1.0393915,0.43559107,0.6791561,0.34671953,0.24826981,0.2154009
354,1.317187,1.2848345,1.0458173,0.81191844,0.6912066,0.35919264,0.250287,0.21686399
355,1.3474131,1.286714,1.098817,0.9902369,0.7471781,0.41690493,0.25943756,0.22356312
356,1.3652809,1.291116,1.0702137,0.896775,0.7851526,0.4560225,0.26580068,0.22834411
357,1.3693391,1.3029997,1.4417453,0.6953756,0.8026624,0.47338063,0.26877478,0.23119678
358,1.374763,1.3056227,0.9508913,0.9087378,0.8155691,0.48652786,0.27089855,0.23286258
359,1.3816142,1.3406993,1.0088695,0.92662674,0.8600004,0.53062147,0.27876055,0.24053082
360,1.3866154,1.3469355,1.0826389,1.1938363,0.8757429,0.54639494,0.28136197,0.24278437
361,1.3902063,1.3494719,1.1089158,1.2119122,0.88526255,0.55593073,0.2828922,0.24405383
362,1.3928728,1.3622699,1.4980289,1.492808,0.90321654,0.5738308,0.2860282,0.24711148
363,1.4117063,1.3794568,1.3912519,1.079716,0.95837075,0.6286157,0.29490393,0.25462395
364,1.4202913,1.4056565,1.2552958,1.0988166,1.0045316,0.67420596,0.30286473,0.26184127
365,1.4247754,1.4110248,1.7203715,1.4001415,1.0197296,0.6891479,0.30535614,0.26394883
366,1.4326429,1.420481,1.5976058,1.4923258,1.0467792,0.7156681,0.3097503,0.2676612
367,1.4343532,1.4226913,1.5762591,1.1190557,1.0528942,0.7216651,0.31075785,0.2685113
368,1.4584754,1.4227232,1.5939662,1.6917613,1.103603,0.7713253,0.31820327,0.2740581
369,1.4609382,1.4267144,1.8798845,1.7053175,1.1135136,0.78094363,0.3198487,0.27545616
370,1.4753976,1.4490334,1.5177546,1.2880145,1.1714367,0.8370884,0.3294592,0.28363398
371,1.4805938,1.4567591,1.4095303,1.46836,1.1922952,0.8572946,0.3329422,0.2865773
372,1.4864546,1.4572345,1.983168,1.5109172,1.2058399,0.8705096,0.334943,0.2881018
373,1.497008,1.4607453,2.0503418,2.0894775,1.2338586,0.8978146,0.3392263,0.29147676
374,1.5069737,1.4680599,1.7113011,1.5407482,1.2655852,0.9285452,0.34430647,0.2955819
375,1.5197618,1.4712883,1.6946237,1.7509962,1.2994292,0.9614843,0.34944832,0.29959965
376,1.5322961,1.4849511,2.005053,1.9019488,1.3458885,1.0061556,0.35711637,0.3057583
377,1.5571837,1.5003786,2.1110601,2.054822,1.4260114,1.0831233,0.3698057,0.31572947
378,1.5583744,1.5118196,2.2364285,2.0984643,1.4433454,1.0991683,0.37301084,0.31851366
379,1.559413,1.5135349,1.891761,2.47754,1.4481235,1.103694,0.37381625,0.31916773
380,1.5620608,1.5234234,1.9955312,2.5050333,1.4676116,1.1219784,0.3772916,0.3220472
381,1.5626876,1.5502512,2.1208384,2.35077,1.5067515,1.158509,0.38472694,0.32836634
382,1.563124,1.5822034,2.4703557,2.5039146,1.5575697,1.206363,0.39437658,0.33668545
383,1.5690625,1.5846622,2.2774792,1.8064418,1.5752368,1.22305,0.39712423,0.33875084
384,1.5783314,1.5884603,2.396836,1.8956347,1.603027,1.2492911,0.40144834,0.34199834
385,1.586627,1.5910878,2.4114807,2.0925992,1.6269175,1.271924,0.40512007,0.34472185
386,1.5962646,1.6197802,2.4863904,2.1577942,1.6979128,1.3388386,0.417896,0.35494086
387,1.6038518,1.6307688,2.5709636,2.329071,1.7350867,1.3739266,0.42428342,0.35987347
388,1.6129677,1.6359807,2.679582,2.7042787,1.7659926,1.4029201,0.4292358,0.3635013
389,1.6141124,1.637161,2.3697703,2.2722995,1.7708269,1.4074656,0.43005025,0.36411098
390,1.6223822,1.6591113,2.444662,2.7495162,1.8303758,1.4637445,0.4409449,0.37254664
391,1.630261,1.6622373,2.6092002,2.7902188,1.8550613,1.4867051,0.44482255,0.37530217
392,1.6383619,1.6664381,2.510355,2.26856,1.8824961,1.5122892,0.4492409,0.37848938
393,1.6417516,1.6728569,2.5568159,2.8974156,1.9027058,1.5312681,0.45288178,0.38124752
394,1.6441443,1.6846075,2.9712281,3.0191386,1.9307973,1.5578127,0.45830715,0.38544077
395,1.6466244,1.6970052,2.9866831,2.457732,1.9609956,1.5864052,0.4641966,0.38989377
396,1.6584054,1.7093626,3.0250485,2.449259,2.014091,1.6359146,0.47345206,0.39661032
397,1.6668669,1.7178333,3.0922153,2.5516775,2.0518343,1.6710613,0.48004824,0.4014101
398,1.6732568,1.7198764,3.1511066,2.5345058,2.071691,1.6893669,0.48318666,0.40368158
399,1.6786339,1.7231483,3.1524165,2.8907423,2.091662,1.7078557,0.48653057,0.40611833
