,x0,x1,y0,y1,mean_y0,mean_y1,std_y0,std_y1
112,-0.76841974,-0.64936733,0.021920342,-0.4245276,-0.052657567,-0.45794272,0.10387055,0.1546792
113,-0.7455377,-0.6436589,0.07717329,-0.49046788,-0.050345756,-0.4652266,0.10321697,0.15500008
114,-0.74233794,-0.6428302,-0.22492506,-0.40493682,-0.05004218,-0.466196,0.10312879,0.15503268
115,-0.74142957,-0.6374871,-0.3893681,-0.8745844,-0.049539223,-0.4675038,0.10297138,0.15531687
116,-0.7386203,-0.6356572,-0.41601327,-0.52323264,-0.04918782,-0.46856874,0.10286926,0.15540567
117,-0.7237352,-0.62734777,-0.09522045,-0.89660454,-0.0475305,-0.47377613,0.10236177,0.15577367
118,-0.71951956,-0.62697446,-0.41588697,-0.78635573,-0.047234055,-0.47479594,0.10227191,0.15577598
119,-0.7047157,-0.60880154,-0.18437126,-0.35241717,-0.044958778,-0.48149964,0.10160097,0.15664998
120,-0.69863343,-0.5765175,-0.24551447,-0.6890396,-0.042435918,-0.48823577,0.10082112,0.15821113
121,-0.69144005,-0.5685317,-0.1574052,-0.84489495,-0.041535847,-0.4909915,0.10056877,0.15850218
122,-0.6865672,-0.5606917,-0.08401188,-0.9463132,-0.040790174,-0.49316034,0.100362405,0.1588127
123,-0.6689069,-0.5557881,-0.054431163,-0.90090376,-0.039617166,-0.49747235,0.10005007,0.15883143
124,-0.6663276,-0.5467261,-0.14568019,-0.5894176,-0.038953453,-0.49924836,0.09987375,0.15921213
125,-0.6552757,-0.53427076,0.068197705,-0.8527406,-0.037733253,-0.5030334,0.09957408,0.1596512
126,-0.64371455,-0.5332772,-0.11799428,-0.57295895,-0.037223954,-0.505287,0.09946183,0.1595779
127,-0.629536,-0.5327288,-0.08931081,-0.6413124,-0.036694452,-0.5076694,0.099365756,0.15945344
128,-0.6163442,-0.5187748,-0.39255598,-0.40678015,-0.03545567,-0.51163816,0.09908553,0.15989926
129,-0.5813018,-0.51654476,0.0021985755,-0.374896,-0.034381952,-0.5158472,0.098988876,0.15957214
130,-0.5743643,-0.51334256,-0.23539713,-0.4446806,-0.03406101,-0.516925,0.09893397,0.15962888
131,-0.5566307,-0.51210207,0.16823387,-1.0820522,-0.033734165,-0.5181346,0.0989261,0.15938978
132,-0.5292732,-0.49624702,-0.37530333,-0.40302217,-0.032536466,-0.5218139,0.098692775,0.15953235
133,-0.51957536,-0.48982432,-0.35674587,-0.8452107,-0.03209947,-0.52308905,0.098598264,0.15957204
134,-0.5121325,-0.48074487,0.101508975,-0.7958888,-0.031541858,-0.5247661,0.09844707,0.1597705
135,-0.49943638,-0.47559404,0.08930332,-0.92136735,-0.031173632,-0.52561206,0.098391786,0.1596462
136,-0.4919663,-0.47548783,-0.09878573,-0.9402163,-0.031115986,-0.5254789,0.09841819,0.15943874
137,-0.45607895,-0.47384363,-0.16359808,-0.7887937,-0.030793147,-0.5238507,0.0985073,0.15847893
138,-0.45362118,-0.4671267,-0.24556117,-0.4415675,-0.03042231,-0.52525264,0.09838285,0.15869269
139,-0.45191005,-0.4642237,-0.16800772,-0.3267456,-0.030261215,-0.5257979,0.09833262,0.15876763
140,-0.4440119,-0.46295026,0.115795866,-0.8556258,-0.030160133,-0.52543235,0.09833638,0.1585845
141,-0.43964815,-0.4459598,-0.26715186,-0.6188015,-0.029264022,-0.52898884,0.09804587,0.15917236
142,-0.43803906,-0.4312348,0.10796017,-0.7831515,-0.028554996,-0.5319558,0.09779164,0.159765
143,-0.43045533,-0.4242999,-0.07696437,-0.5841376,-0.028188184,-0.5328969,0.09769045,0.15984881
144,-0.42243057,-0.42402372,-0.17353389,-0.4829338,-0.028144265,-0.53241086,0.09770904,0.15961455
145,-0.42031145,-0.41914907,0.16047043,-0.43490636,-0.027903298,-0.5332758,0.09763085,0.15976426
146,-0.41737598,-0.41758627,-0.11857885,-0.3997727,-0.02781893,-0.53339255,0.09761134,0.15974618
147,-0.40613714,-0.4172517,-0.10838493,-0.57916695,-0.027754977,-0.53256696,0.097635664,0.15941381
148,-0.40544727,-0.39967325,0.06231396,-0.4065301,-0.02694376,-0.53619605,0.09734401,0.16022488
149,-0.3974178,-0.39737374,-0.22501476,-1.0201595,-0.026814373,-0.5360889,0.09732883,0.16007863
150,-0.39051417,-0.37328282,0.17701295,-0.79746324,-0.025757859,-0.5402649,0.09697088,0.16104385
151,-0.37633225,-0.37279123,0.055267766,-0.6874635,-0.02569102,-0.5394305,0.09701008,0.16056514
152,-0.36348617,-0.3706472,-0.3204905,-0.79264593,-0.025566071,-0.53881556,0.09701135,0.16024739
153,-0.35046935,-0.36360496,-0.18276736,-0.7027878,-0.025241772,-0.539074,0.09694558,0.16017295
154,-0.34556773,-0.3567236,-0.09122058,-0.4024798,-0.024947107,-0.5400673,0.09686114,0.1603411
155,-0.341005,-0.3559425,-0.06506567,-1.0710526,-0.02489883,-0.5397657,0.096858166,0.16022433
156,-0.3231112,-0.35318318,-0.3320094,-0.34548268,-0.024710786,-0.5382855,0.0968669,0.1597418
157,-0.31888008,-0.35074168,-0.17950684,-1.0634122,-0.024593841,-0.53831446,0.09684635,0.15971065
158,-0.29934695,-0.32832476,0.12561668,-0.913204,-0.023613246,-0.5410725,0.09660463,0.16013505
159,-0.29380193,-0.32726234,0.18280314,-1.0534074,-0.023547402,-0.54056716,0.09661874,0.1599833
160,-0.28478387,-0.32077077,-0.23337758,-0.47390717,-0.023260234,-0.5408642,0.09657879,0.15997708
161,-0.2550653,-0.3199185,0.11036109,-1.0334496,-0.023120658,-0.5361478,0.09680036,0.15894271
162,-0.2527956,-0.31612718,-0.25123236,-0.5080452,-0.022966603,-0.53679043,0.09675097,0.1590514
163,-0.22955893,-0.3137254,0.04887468,-0.40860832,-0.022869525,-0.5327577,0.09696478,0.15834221
164,-0.21493562,-0.31321082,-0.076824196,-0.71791804,-0.022878258,-0.529567,0.09713402,0.1578473
165,-0.20056376,-0.28860474,-0.16304365,-0.9707042,-0.021874184,-0.53404254,0.09682016,0.15860172
166,-0.18768628,-0.28029063,-0.30794907,-1.0300633,-0.021566814,-0.53365356,0.09681667,0.15858114
167,-0.1823887,-0.2729505,-0.06915517,-0.9948867,-0.021289375,-0.5347339,0.096742496,0.15877396
168,-0.1613146,-0.26240546,-0.22696511,-0.79576147,-0.020919647,-0.5329756,0.09682942,0.1586284
169,-0.15461323,-0.23958415,0.006813525,-0.6791584,-0.020127643,-0.53865516,0.09644979,0.15955676
170,-0.13572581,-0.23804632,-0.17408548,-0.6646471,-0.020061966,-0.53442335,0.09668396,0.15906005
171,-0.13015884,-0.23356459,-0.19012377,-0.5847227,-0.019903507,-0.5344448,0.09666842,0.15910392
172,-0.12082337,-0.2223364,-0.044909142,-0.42079568,-0.019507239,-0.53566796,0.0965641,0.15933087
173,-0.11861619,-0.22135901,-0.29699975,-0.5237656,-0.019470545,-0.5354125,0.09657679,0.15930773
174,-0.098436244,-0.21677761,-0.33084717,-0.9350636,-0.019288756,-0.53152174,0.09685435,0.15892678
175,-0.089621164,-0.20611542,0.12024805,-0.4667569,-0.018914092,-0.53267837,0.096757144,0.15912879
176,-0.08907998,-0.20217569,-0.17285629,-0.9706161,-0.01877515,-0.5338407,0.09666155,0.15928195
177,-0.088705234,-0.1937734,-0.29505134,-1.1182556,-0.018486615,-0.53646165,0.096443355,0.15962458
178,-0.06966499,-0.19059351,-0.3445063,-0.774501,-0.018325683,-0.53227454,0.096767865,0.15924013
179,-0.061296772,-0.18871659,-0.14571285,-0.66865385,-0.018223472,-0.53047776,0.09693096,0.159106
180,-0.061294194,-0.17449637,-0.2580399,-0.34533304,-0.017765304,-0.53523,0.096501805,0.15961947
181,-0.05116766,-0.17368811,0.107114665,-0.73730445,-0.017712027,-0.53262,0.09674106,0.15940507
182,-0.045285158,-0.1686489,-0.28451672,-0.8641961,-0.017526792,-0.5325856,0.09675289,0.15943427
183,-0.042318176,-0.16671233,0.11141378,-0.76947796,-0.017453084,-0.5323628,0.09677854,0.15942658
184,-0.041902717,-0.16454288,0.110948965,-1.0353836,-0.017381525,-0.5329612,0.09672554,0.15948626
185,-0.03886047,-0.1541975,-0.25197652,-0.43498465,-0.017048866,-0.53545153,0.0965239,0.15976498
186,-0.03191395,-0.12428824,-0.32802364,-0.7937579,-0.016196724,-0.54274607,0.09599993,0.16080861
187,-0.018839216,-0.122462995,0.10142706,-0.9843553,-0.016039925,-0.539764,0.09625638,0.16044451
188,-0.012460547,-0.11683165,-0.15290982,-0.49736455,-0.01583448,-0.5397129,0.09628662,0.16048658
189,-0.008758269,-0.105707124,-0.12310593,-0.96778065,-0.015508593,-0.54203546,0.09614749,0.16087471
190,-0.003743386,-0.0797488,0.17893858,-0.37121555,-0.014827782,-0.5480924,0.09582906,0.16187231
191,0.00075769454,-0.07927254,0.1411917,-0.6646631,-0.014770564,-0.5470763,0.09589358,0.16173512
192,0.0052243685,-0.07573069,-0.16121268,-0.4203412,-0.014640406,-0.5469015,0.09591327,0.1617359
193,0.008114223,-0.07348401,0.04231928,-1.0093613,-0.014556577,-0.5467737,0.095928274,0.1617347
194,0.01215225,-0.045718055,-0.24211384,-0.44320068,-0.013898267,-0.55287635,0.095598385,0.16276781
195,0.017584598,-0.04464356,-0.34723356,-1.0877744,-0.013813568,-0.5518684,0.09565376,0.1626174
196,0.04427884,-0.035072345,-0.20898174,-0.63087004,-0.013301317,-0.5476239,0.09592606,0.16206828
197,0.060303647,-0.023973376,0.036028385,-0.5397875,-0.012902886,-0.5462933,0.096015535,0.16196194
198,0.061697394,-0.012693928,0.15837045,-0.64319474,-0.012671236,-0.5488074,0.095851116,0.16233526
199,0.062323593,0.013176924,-0.22250035,-0.59250164,-0.012188866,-0.5546013,0.095482394,0.16329043
200,0.062853165,0.013934055,0.0017354601,-0.98432595,-0.012169473,-0.5546428,0.09547801,0.16329786
201,0.07505154,0.018706316,0.062277813,-0.686916,-0.011921728,-0.55285686,0.09557404,0.1630153
202,0.07791831,0.019957315,-0.32118228,-0.6086147,-0.011861513,-0.55245143,0.095595635,0.16295491
203,0.07915523,0.025115384,-0.13254198,-0.6870526,-0.011757536,-0.5532849,0.095533065,0.16309182
204,0.08372899,0.033342022,-0.28123173,-0.9741872,-0.01155636,-0.55397207,0.09547474,0.16321318
205,0.084225014,0.0478238,-0.057068545,-0.7890295,-0.011345223,-0.5567161,0.09526262,0.16376556
206,0.08514295,0.06266484,-0.2990363,-0.7385723,-0.011130073,-0.55904615,0.0950735,0.16430995
207,0.08656781,0.07795572,-0.03334577,-0.57039595,-0.010914908,-0.5610005,0.09493734,0.16486229
208,0.08895848,0.08179335,0.117202446,-0.56183106,-0.010833828,-0.5611175,0.09493046,0.16491985
209,0.09125597,0.08477659,0.15821837,-0.47752386,-0.0107641965,-0.5611339,0.094927676,0.16494964
210,0.09795864,0.08838233,-0.21384202,-0.6865208,-0.010623425,-0.56052136,0.09495729,0.16483559
211,0.12808779,0.0921795,-0.335426,-1.0849916,-0.010137196,-0.55545825,0.095257975,0.16383155
212,0.1438901,0.09252554,-0.031317744,-0.7557048,-0.009892034,-0.55204654,0.09544764,0.16325371
213,0.14872004,0.098940715,-0.13988326,-1.0347213,-0.009745151,-0.5521713,0.09542326,0.16333543
214,0.15219209,0.14881033,-0.096033715,-0.6523469,-0.009199503,-0.5591359,0.095045485,0.16525917
215,0.1583431,0.15271355,0.14335917,-0.5850061,-0.009079441,-0.5585875,0.09506987,0.16518137
216,0.1615409,0.15610531,-0.26983556,-1.0082141,-0.00899796,-0.55845886,0.0950799,0.16519353
217,0.17315106,0.1659777,-0.31252062,-0.9748238,-0.008722426,-0.55768186,0.09511989,0.16514248
218,0.18289468,0.16944799,0.12721276,-0.99926263,-0.008542428,-0.55641747,0.095169425,0.16490428
219,0.19542423,0.1748341,0.19196233,-0.64969015,-0.00828272,-0.55479246,0.09523348,0.16464545
220,0.21046571,0.1929577,0.052787103,-0.7839492,-0.007829795,-0.5543236,0.095261164,0.16476329
221,0.22148725,0.21327133,-0.26854813,-0.45511094,-0.007420702,-0.5547369,0.0952754,0.1651205
222,0.22384223,0.2142531,-0.08789313,-0.5883678,-0.0073704245,-0.55442786,0.095284306,0.16506273
223,0.22448033,0.22041282,-0.16220845,-1.0314006,-0.007298137,-0.55497265,0.09528519,0.1652648
224,0.23361036,0.24210255,-0.08926497,-0.89147294,-0.006930941,-0.5554448,0.095325336,0.16564654
225,0.23930033,0.24229524,0.002919509,-0.73940307,-0.0068353196,-0.5545823,0.095349945,0.16545767
226,0.24170047,0.24573229,-0.20701568,-0.6488941,-0.006764239,-0.55449355,0.09535897,0.16548245
227,0.24392112,0.25126255,-0.24606356,-0.9354462,-0.006673719,-0.5545984,0.0953637,0.16557615
228,0.24494871,0.25486034,-0.27624124,-0.5933089,-0.0066199573,-0.5547162,0.095362715,0.16564925
229,0.25434026,0.25740907,-0.2253248,-0.55305815,-0.0064441804,-0.55345374,0.0954104,0.16540533
230,0.2582623,0.25792876,-0.15667233,-0.8954711,-0.0063711996,-0.5528523,0.0954314,0.16527796
231,0.2608627,0.2732053,-0.28936973,-0.32638663,-0.006181642,-0.5536218,0.09543665,0.16562678
232,0.26548764,0.2994651,-0.35095203,-1.0865331,-0.0058347355,-0.55420506,0.09549438,0.16611552
233,0.2669892,0.3050922,-0.22857067,-0.7198546,-0.005754177,-0.5541679,0.09551392,0.1661833
234,0.27260405,0.31251594,-0.30025375,-0.54179853,-0.005590155,-0.553691,0.0955586,0.16616519
235,0.2776744,0.32052335,0.20968008,-0.8245609,-0.0054176715,-0.5532524,0.09560753,0.16617082
236,0.28628477,0.32880607,-0.051741183,-1.0028476,-0.005192483,-0.552427,0.09566746,0.16607715
237,0.29486674,0.3305024,0.15422297,-0.7335655,-0.005047032,-0.5514881,0.095694885,0.16586441
238,0.29620588,0.33269256,0.045699462,-0.4924179,-0.0050005447,-0.5513733,0.09570708,0.16586691
239,0.30195418,0.33669022,-0.020142172,-0.6610191,-0.0048618247,-0.5507649,0.09573898,0.1657792
240,0.30901712,0.34405634,0.04234362,-0.7502238,-0.004664299,-0.5500372,0.09579215,0.16571246
241,0.3129188,0.35233313,0.1325056,-1.049555,-0.004502361,-0.54967827,0.09584079,0.16575083
242,0.313181,0.3535043,-0.36098745,-0.55743563,-0.004481994,-0.5496571,0.09584738,0.16576342
243,0.31390798,0.35624245,0.10260064,-0.6452418,-0.0044332976,-0.5495892,0.09586424,0.16578704
244,0.31734592,0.35749814,-0.3050654,-0.70104927,-0.0043682917,-0.5491959,0.095876336,0.16570666
245,0.3229318,0.37708956,0.031820226,-0.5042252,-0.0039783195,-0.5485268,0.09601562,0.16585197
246,0.34126183,0.38736454,0.123455115,-0.32070205,-0.003581428,-0.5464209,0.09608092,0.16548121
247,0.36231786,0.3878283,0.072211005,-0.91339576,-0.0032253321,-0.54354197,0.09615964,0.16477767
248,0.36257318,0.4079478,0.13762943,-0.975611,-0.0029345173,-0.54369926,0.096271165,0.1650919
249,0.36531883,0.41514838,0.17474964,-0.50151837,-0.0027745771,-0.54328567,0.09633333,0.16511533
250,0.3767326,0.41749942,0.054147314,-0.43775678,-0.0025397157,-0.5418221,0.096393675,0.16477266
251,0.40480396,0.42036167,-0.06163417,-0.84494877,-0.0018257952,-0.53731847,0.09661236,0.16375929
